101,"adarsh","kumar","singh","adarsh@kumar","8197416336",13/09/1983
102,amit,kumar,singh,"amit@kumar",9902323891,04/01/1986
103,radha,,singh,"radha@singh",9902370891,05/04/1986
104,adarsh,kumar,singh,"adarsh@kumar",8197416336,13/09/1983
105,amit,kumar,singh,"amit@kumar",9902323891,04/01/1986
106,radha,,singh,"radha@singh",9902370891,05/04/1986
107,adarsh,kumar,singh,adarsh@kumar,8197416336,13/09/1983
108,amit,kumar,singh,amit@kumar,9902323891,04/01/1986
109,radha,,singh,radha@singh,9902370891,05/04/1986
110,adarsh,kumar,singh,adarsh@kumar,8197416336,13/09/1983
